Title,Calories,Proteins,Fats,Carbohydrates
черника дикая консервированная в насыщенном сиропе,107,0.56,0.34,23.42
черника сушеная подслащенная,317,2.5,2.5,72.5
черника замороженная неподслащенная,51,0.42,0.64,9.47
черника замороженная подслащенная,85,0.4,0.13,19.75
черника консервированная в легком сахарном сиропе сухой продукт,88,01.04,0.4,20.06
черника консервированная в насыщенном сахарном сиропе,88,0.65,0.33,20.46
черника сырая аляска,37,0.4,0.1,8.7
чернослив слива сушеная,240,2.18,0.38,56.78
чернослив слива сушеная,256,2.3,0.7,57.5
чернослив слива сушеная тушеный без добавления сахара,107,0.96,0.16,24.98
чернослив слива сушеная тушеный с добавлением сахара,124,01.09,0.22,29.08
чернослив дегидрированный,339,3.7,0.73,89.07
чернослив дегидрированный тушеный,113,1.23,0.24,29.7
чернослив со взбитыми сливками по 2116,281,2.3,12.6,38
чернослив консервированный в насыщенном сахарном сиропе,105,0.87,0.2,24
черносливовое пюре,257,2.1,0.2,61.8
черносмородиновый джем,284,0.6,0.1,72.9
шелковица,43,1.44,0.39,8.1
шелковица,53,0.7,0.39,12
шиповник,109,1.6,0.7,22.4
шиповник дикий североамериканский,162,1.6,0.34,14.12
шиповник сухой,284,3.4,1.4,48.3
ююба сушеная,281,4.72,0.5,66.52
ююба сырая,79,1.2,0.2,20.23
яблоки в сиропе консервы,48,0.2,0.1,11.5
яблоки дикие,76,0.4,0.3,19.95
яблоко,52,0.26,0.17,11.41
яблоко,47,0.4,0.4,9.8
яблоко без кожуры,48,0.27,0.13,11.46
яблоко без кожуры вареное,53,0.26,0.36,11.24
яблоко без кожуры приготовленное в микроволновой печи,56,0.28,0.42,11.61
яблоко гала,57,0.25,0.12,11.38
яблоко голден,57,0.28,0.15,11.2
яблоко гренни смит,58,0.44,0.19,10.81
яблоко замороженное,48,0.28,0.32,11.01
яблоко замороженное разогретое,47,0.29,0.33,10.7
яблоко ломтиками консервированное подслащенное сухой продукт без маринада разогретые,67,0.18,0.43,14.84
яблоко ред делишес,59,0.27,0.2,11.76
яблоко сушеное,253,2.2,0.1,59
яблоко сушеное дегидрированное сульфитированное,346,1.32,0.58,81.13
яблоко сушеное дегидрированное тушеное,74,0.28,0.12,17.31
яблоко сушеное сульфитированное,243,0.93,0.32,57.19
яблоко сушеное тушеное без сахара,57,0.22,0.07,13.32
яблоко сушеное тушеное с сахаром,83,0.2,0.07,18.83
яблоко фуджи,63,0.2,0.18,13.12
яблочное повидло,250,0.4,0,65
яблочное пюре,82,0.6,0.2,19
яблочный компот консервы,93,0.2,0.2,22.3
яблочный соус консервированный неподслащенный без добавления аскорбиновой кислоты,42,0.17,0.1,10.17
яблочный соус консервированный неподслащенный с добавлением аскорбновой кислоты,42,0.17,0.1,10.17
яблочный соус консервированный подслащенный без добавления соли,68,0.16,0.17,16.29
яблочный соус консервированный подслащенный с солью,76,0.18,0.18,18.71
ягоды годжи сушеные,349,14.26,0.39,64.06
continental mills krusteaz миндальная смесь с маком с исскуственными ароматизаторами сухая,418,5.6,10.3,73.9
английские маффины из цельной пшеницы,203,8.8,2.1,33.7
английские маффины обычные необогащенные без пропионата кальция e282  вызывает рак включая на хлебной закваске,235,7.7,1.8,43.3
английские маффины обычные необогащенные с пропионатом кальция e282  вызывает рак включая на хлебной закваске,235,7.7,1.8,43.3
английские маффины обычные обогащенные без пропионата кальция e282  вызывает рак включая на хлебной закваске,235,7.7,1.8,43.3
